question,response
"List all positions Ravi Karunanayake, also known as Ravindra Sandresh Karunanayake, held from 2015 to 2017.",Minister of Finance Minister of State for Finance Minister of State for Finance Minister of State for Finance Minister of State for Finance Minister of State for Finance Minister of State for Finance Minister of State for Finance Minister of State for Finance Minister of State for Finance Minister of State for Finance Minister of State for Finance Minister of State for Finance Minister of State for Finance Minister of State for Finance Minister of State for Finance Minister of State for Finance Minister of State for Finance Minister of State for Finance Minister of State for Finance Minister of State for Finance Minister of State for Finance Minister of State for Finance Minister of State for Finance Minister of State for Finance Minister of State for Finance Minister of State for Finance Minister of State for Finance Minister of State for Finance Minister of State for Finance Minister of State for Finance Minister of State for Finance Minister of State for Finance Minister of State for Finance Minister of State for Finance Minister of State for Finance Minister of State for Finance Minister of State for Finance Minister of State for Finance Minister of State for Finance Minister of State for Finance Minister of State for Finance Minister of State for Finance Minister of State for Finance Minister of State for Finance Minister of State for Finance Minister of State for Finance Minister of State for Finance Minister of State for Finance Minister of State for Finance Minister of State for Finance Minister of State
"List all sports teams James Rodríguez, also known as James David Rodríguez Rubio, played for from 2010 to 2020.",Miami Marlins
"List all employers Marion Koopmans, also known as Marion P Koopmans, worked for from 2010 to 2020.","Koopmans, Marion P"
"List all heads of the government of Campania, also known as Campania (Roman province), from 2010 to 2020 ",Alessandro Salvini Alessandro Salvini
"List all heads of the government of Budapest District IV, also known as Neu-Pest, from 2010 to 2020 ","dám Sándor, dám Sándor, dám Sándor, dám Sándor, dám Sándor, dám Sándor, dám Sándor, dám Sándor, dám Sándor, dám Sándor, dám Sándor, dám Sándor, dám Sándor, dám Sándor, dám Sándor, dám Sándor, dám Sándor, dám Sándor, dám Sándor, dám Sándor, dám Sándor, dám Sándor, dám Sándor, dám Sándor, dám Sándor, dám S"
List all employers Emanuela Del Gado worked for from 2010 to 2020.,Emanuela Del Gado
"List all positions Pete Hoekstra, also known as Peter Hoekstra, held from 2010 to 2020.",President of the United States
"List all coaches of St. Mirren F.C., also known as St. Mirren Football Club, from 2010 to 2020",Peterhead F.C.
"List all coaches of FC Ararat-Armenia, also known as Ararat-Moscow Yerevan, from 2018 to 2020","List all coaches of FC Ararat-Armenia, also known as Ararat-Moscow Yerevan from 2018 to 2020"
"List all sports teams Jaromír Jágr, also known as Jaromir Jagr, played for from 2010 to 2018.","Jaromr Jágr, also known as Jaromir Jagr, played for the following sports teams from 2010 to 2018:"
"List all chairpersons of Christian Social Union of Bavaria, also known as CSU, from 2010 to 2020","Christian Social Union of Bavaria, also known as CSU, from 2010 to 2020"
"List all positions James F. Amos, also known as Blue Falcon, held from 2010 to 2014.",President of the United States
List all employers Garik Papoyan worked for from 2010 to 2010.,Garik Papoyan
"List all heads of the government of Wellington City Council, also known as WCC, from 2016 to 2020 ","John Leese, John Leese, John Leese, John Leese, John Leese, John Leese, John Leese, John Leese, John Leese, John Leese, John Leese, John Leese, John Leese, John Leese, John Leese, John Leese, John Leese, John Leese, John Leese, John Leese, John Leese, John Leese, John Leese, John Leese, John Leese, John Leese, John Leese, John Leese, John Leese, John Leese, John Leese, John Leese, John Leese, John Leese, John Leese, John Leese, John Leese, John Leese, John Leese, John Leese, John Leese, John Leese, John Leese, John Leese, John Leese, John Leese, John Leese, John Leese, John Leese, John Leese, John Leese, John"
"List all chairpersons of FC Girondins de Bordeaux, also known as Football Club des Girondins de Bordeaux, from 2010 to 2020","Nicolas Sarkozy, Jean-Marie Lemaire, Jean-Marie Lemaire, Jean-Marie Lemaire, Jean-Marie Lemaire, Jean-Marie Lemaire, Jean-Marie Lemaire, Jean-Marie Lemaire, Jean-Marie Lemaire, Jean-Marie Lemaire, Jean-Marie Lemaire, Jean-Marie Lemaire, Jean-Marie Lemaire, Jean-Marie Lemaire, Jean-Marie Lemaire, Jean-Marie Lemaire, Jean-Marie Lemaire, Jean-Marie Lemaire, Jean-Marie Lemaire, Jean-Marie Lemaire, Jean-Marie Lemaire, Jean-Marie Lemaire, Jean-Marie Lemaire, Jean-Marie Lemaire, Jean-Marie Lemaire, Jean-Marie Lemaire, Jean-Marie Lemaire, Jean-Marie Lemaire, Jean-Marie Lemaire, Jean-Marie Lemaire, Jean-Marie Lemaire, Jean-Marie Lemaire, Jean-Marie Lemaire, Jean-Marie Lemaire, Jean-Marie Lemaire, Jean-Marie Lemaire, Jean-Marie Lem"
"List all positions Gladys Berejiklian, also known as Gladys, held from 2011 to 2020.",Governor of New South Wales
List all employers Vincent Chauvet worked for from 2013 to 2020.,Vincent Chauvet
"List all political parties Steven Fletcher, also known as Steven John Fletcher, was a member of from 2010 to 2020.",Conservative Party
"List all positions Amy Coney Barrett, also known as Amy Vivian Coney, held from 2017 to 2020.",Amy Coney Barrett
List all political parties Zaharije Trnavčević was a member of from 2010 to 2020.,Zaharije Trnavevi
"List all heads of the government of Tartu City, also known as Tartu linn, from 2014 to 2020 ",Tartu City
"List all entities that owned Dothan Eagle, also known as The Dothan Eagle, from 2010 to 2020.","Dothan Eagle, Inc."
"List all sports teams Michael Boulding, also known as Michael Thomas Boulding, played for from 2010 to 2011.",Boulding played for the New Zealand national rugby union team
List all entities that owned Østfold Line from 2010 to 2020.,stfold Line
List all political parties Makis Voridis was a member of from 2010 to 2020.,Makis Voridis was a member of the Democratic Left of Greece (DLP) from 2010 to 2020.
"List all employers Troy Hunt, also known as Troy A. Hunt, worked for from 2010 to 2020.",Hunt
"List all employers Horațiu Năstase, also known as Horatiu Nastase, worked for from 2010 to 2020.",UEFA
List all political parties Selçuk Öztürk was a member of from 2010 to 2020.,"AKP, HDP, AKP, HDP, HDP, HDP, HDP, HDP, HDP, HDP, HDP, HDP, HDP, HDP, HDP, HDP, HDP, HDP, HDP, HDP, HDP, HDP, HDP, HDP, HDP, HDP, HDP, HDP, HDP, HDP, HDP, HDP, HDP, HDP, HDP, HDP, HDP, HDP, HDP, HDP, HDP, HDP, HDP, HDP, HDP, HDP, HDP, HDP, HDP, HDP, HDP, HDP, HDP, HDP, HDP, HDP, HDP, HDP, HDP, HDP, HDP, HDP, HDP, HDP, HDP, HDP, HDP, HDP, HDP, HDP, HDP, HDP, HDP, HDP, HDP, HDP, HDP, HDP, HDP, HDP, HDP, HDP, HDP, HDP, HDP"
List all positions Stephen Donnelly held from 2011 to 2020.,Stephen Donnelly
"List all employers Niall Ferguson, also known as Niall Campbell Ferguson, worked for from 2010 to 2020.","Niall Ferguson, also known as Niall Campbell Ferguson, worked for the following employers:"
"List all coaches of FK Bodø/Glimt, also known as Bodø/Glimt, from 2013 to 2020","List all coaches of FK Bod/Glimt, also known as Bod/Glimt from 2013 to 2020"
"List all chairpersons of Indian National Congress, also known as INC, from 2010 to 2020","Amit Shah, Amit Shah, Amit Shah, Amit Shah, Amit Shah, Amit Shah, Amit Shah, Amit Shah, Amit Shah, Amit Shah, Amit Shah, Amit Shah, Amit Shah, Amit Shah, Amit Shah, Amit Shah, Amit Shah, Amit Shah, Amit Shah, Amit Shah, Amit Shah, Amit Shah, Amit Shah, Amit Shah, Amit Shah, Amit Shah, Amit Shah, Amit Shah, Amit Shah, Amit Shah, Amit Shah, Amit Shah, Amit Shah, Amit Shah, Amit Shah, Amit Shah, Amit Shah, Amit Shah, Amit Shah, Amit Shah, Amit Shah, Amit Shah, Amit Shah, Amit Shah, Amit Shah, Amit Shah, Amit Shah, Amit Shah, Amit Shah, Amit Shah, Amit Shah, Amit Shah, Amit Shah, Amit Shah, Amit Shah, Amit Shah, Amit Shah, Amit Shah, Amit Shah, Amit Shah, Amit Shah, Amit Shah, Amit Shah, Amit Shah,"
List all employers Jan Stuart worked for from 2010 to 2020.,Jan Stuart
"List all coaches of Diósgyőri VTK, also known as Diósgyőr, from 2018 to 2020","List all coaches of Diósgyri VTK, also known as Diósgyr from 2018 to 2020"
List all positions Anne-Marie Slaughter held from 2010 to 2020.,Member of the European Parliament
List all chairpersons of Russian Football Union from 2010 to 2020,Vladimir Ivanovich Chernomyrdin Vladimir Ivanovich Chernomyrdin Vladimir Ivanovich Chernomyrdin Vladimir Ivanovich Chernomyrdin Vladimir Ivanovich Chernomyrdin Vladimir Ivanovich Chernomyrdin Vladimir Ivanovich Chernomyrdin Vladimir Ivanovich Chernomyrdin Vladimir Ivanovich Chernomyrdin Vladimir Ivanovich Chernomyrdin Vladimir Ivanovich Chernomyrdin Vladimir Ivanovich Chernomyrdin Vladimir Ivanovich Chernomyrdin Vladimir Ivanovich Chernomyrdin Vladimir Ivanovich Chernomyrdin Vladimir Ivanovich Chernomyrdin Vladimir Ivanovich Chernomyrdin Vladimir Ivanovich Chernomyrdin Vladimir Ivanovich Chernomyrdin Vladimir Ivanovich Chernomyrdin Vladimir Ivanovich Chernomyrdin Vladimir Ivanovich Chernomyrdin Vladimir Ivanovich Chernomyrdin Vladimir Ivanovich Chernomyrdin Vladimir Ivanovich Chernomyrdin Vladimir Ivanovich Cher
"List all chairpersons of Democratic National Committee, also known as DNC, from 2016 to 2020","Democratic National Committee, also known as DNC, 2016–2020"
List all heads of the government of Bourges from 2010 to 2020 ,Nicolas Séguin Nicolas Séguin Nicolas Séguin Nicolas Séguin Nicolas Séguin Nicolas Séguin Nicolas Séguin Nicolas Séguin Nicolas Séguin Nicolas Séguin Nicolas Séguin Nicolas Séguin Nicolas Séguin Nicolas Séguin Nicolas Séguin Nicolas Séguin Nicolas Séguin Nicolas Séguin Nicolas Séguin Nicolas Séguin Nicolas Séguin Nicolas Séguin Nicolas Séguin Nicolas Séguin Nicolas Séguin Nicolas Séguin Nicolas Séguin Nicolas Séguin Nicolas Séguin Nicolas Séguin Nicolas Séguin Nicolas Séguin Nicolas Séguin Nicolas Séguin Nicolas Séguin Nicolas Séguin Nicolas Séguin Nicolas Séguin Nicolas Séguin Nicolas Séguin Nicolas Séguin Nicolas Séguin Nicolas Séguin Nicolas Séguin Nicolas Séguin Nicolas Séguin Nicolas Séguin Nicolas Séguin Nicolas Séguin Nicolas Séguin Nicolas Séguin Nicolas Séguin Nicolas Séguin Nicolas Séguin Nicolas Séguin Nicolas Séguin Nicolas Séguin Nicolas Séguin Nicolas Séguin Nicolas Séguin Nicolas Séguin Nicolas Séguin Nicolas Séguin Nicolas Séguin
List all educational institutions Brandon Clarke attended from 2010 to 2020.,Brandon Clarke attended the University of Oklahoma
"List all heads of the government of Alagoas, also known as State of Alagoas, from 2010 to 2020 ","Alagoas, also known as State of Alagoas, 2010–2020"
"List all educational institutions Alexandra Mitroshina, also known as Alexandra Alexandrovna Mitroshina, attended from 2011 to 2017.","Alexandra Mitroshina, also known as Alexandra Alexandrovna Mitroshina, attended the Moscow State University"
List all employers Alexandru Darie worked for from 2010 to 2019.,Alexandru Darie
List all political parties Marc Bernhard was a member of from 2010 to 2020.,Democratic Party
List all entities that owned Turner Field from 2010 to 2020.,Turner Sports
"List all coaches of Kristiansund BK, also known as Kristiansund Ballklubb, from 2012 to 2020",Kristiansund BK
List all employers Giuseppe Veltri worked for from 2010 to 2020.,Giuseppe Veltri
"List all positions Rainer Woelki, also known as Rainer Maria Woelki, held from 2010 to 2020.",Rainer Woelki
List all sports teams Matteo Darmian played for from 2010 to 2020.,Juventus
