question,response,examples
"List all positions Pietro Parolin, also known as His Eminence Cardinal Pietro Parolin, held from 2013 to 2020.","Cardinal Pietro Parolin (2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020); Cardinal Pietro Parolin (2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020)","Example:
  Question: List all positions Giorgio Napolitano held from 2010 to 2020.
  Answer: President of Italy (2010, 2011, 2012, 2013, 2014, 2015); Italian senator for life (2015, 2016, 2017, 2018, 2019, 2020)
Example:
  Question: List all positions Guido Westerwelle held from 2010 to 2013.
  Answer: Vice-Chancellor of Germany (2010, 2011); Federal Minister for Foreign Affairs (2010, 2011, 2012, 2013)
Example:
  Question: List all positions László Trócsányi, also known as Laszlo Trocsanyi, held from 2014 to 2020.
  Answer: Minister of Justice of Hungary (2014, 2015, 2016, 2017, 2018, 2019); member of the European Parliament (2019, 2020); president (2020)"
List all entities that owned Hello Sanctos from 2011 to 2020.,"Hello Sanctos (2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020); Hello Sanctos (2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020)","Example:
  Question: List all entities that owned Ruptly from 2010 to 2020.
  Answer: RT (2010, 2011, 2012, 2013); Rossiya Segodnya (2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020)
Example:
  Question: List all entities that owned Magento from 2015 to 2020.
  Answer: Permira (2015, 2016, 2017, 2018); Adobe (2018, 2019, 2020)
Example:
  Question: List all entities that owned Interchange from 2010 to 2020.
  Answer: David Geffen (2010, 2011, 2012, 2013, 2014, 2015); Kenneth C. Griffin (2015, 2016, 2017, 2018, 2019, 2020)"
"List all coaches of Górnik Zabrze, also known as Gornik Zabrze, from 2010 to 2020","Górnik Zabrze (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020); Górnik Zabrze (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020)","Example:
  Question: List all coaches of Lech Poznań from 2018 to 2020
  Answer: Adam Nawałka (2018, 2019); Dariusz Żuraw (2019, 2020)
Example:
  Question: List all coaches of Pogoń Szczecin from 2013 to 2020
  Answer: Dariusz Wdowczyk (2013, 2014); Kosta Runjaić (2017, 2018, 2019, 2020)
Example:
  Question: List all coaches of FC UAS Zhitkovichi from 2017 to 2018
  Answer: Vladimir Golmak (2017, 2018); Andrey Svirkov (2018)"
List all employers Jonathan Katz worked for from 2010 to 2020.,"Jonathan Katz (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020); Jonathan Katz (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020); Jonathan Katz (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020)","Example:
  Question: List all employers Ken Levine worked for from 2010 to 2020.
  Answer: Irrational Games (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017); Ghost Story Games (2017, 2018, 2019, 2020)
Example:
  Question: List all employers Didier Fassin worked for from 2010 to 2020.
  Answer: Institute for Advanced Study (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020); University of California, Berkeley (2016); Collège de France (2019, 2020)
Example:
  Question: List all employers Stefan Oschmann worked for from 2010 to 2020.
  Answer: Merck & Co. (2010, 2011); Merck KGaA (2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020)"
"List all chairpersons of Aston Villa F.C., also known as Aston Villa Football Club, from 2010 to 2020","Xia Jiantong (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020); Wes Edens (2020)","Example:
  Question: List all entities that owned Aston Villa F.C., also known as Aston Villa Football Club, from 2010 to 2020.
  Answer: Xia Jiantong (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018); Wes Edens (2018, 2019, 2020); Nassef Sawiris (2018, 2019, 2020)
Example:
  Question: List all chairpersons of Swansea City A.F.C., also known as Swansea City Association Football Club, from 2010 to 2020
  Answer: Huw Jenkins (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019); Trevor Birch (2019, 2020)
Example:
  Question: List all coaches of Blackburn Rovers F.C., also known as Rovers, from 2016 to 2020
  Answer: Owen Coyle (2016, 2017); Tony Mowbray (2017, 2018, 2019, 2020)"
"List all entities that owned MV Orcadia, also known as IMO 7615490, from 2010 to 2020.","Orcadia (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020); Orcadia (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020); Orcadia (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020); Orcadia (2020)","Example:
  Question: List all entities that owned MV Kaitaki, also known as Kaitaki, from 2010 to 2020.
  Answer: Irish Continental Group (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017); KiwiRail (2017, 2018, 2019, 2020)
Example:
  Question: List all entities that owned Luna, also known as IMO 1010222, from 2010 to 2020.
  Answer: Roman Abramovich (2010, 2011, 2012, 2013, 2014); Farkhad Akhmedov (2014, 2015, 2016, 2017, 2018, 2019, 2020)
Example:
  Question: List all entities that owned Intourist from 2010 to 2020.
  Answer: Sistema (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020); Thomas Cook Group (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020)"
List all political parties Nicola Giorgino was a member of from 2010 to 2020.,"The People of Freedom (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020); Brothers of Italy (2010, 2011, 2018, 2019, 2020); The People of Freedom (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020); The People of Freedom (2010, 2011, 2018, 2019, 2020); The People of Freedom (2010, 2011, 2012, 2016, 2017, 2018, 2019, 2020); The People of Freedom (2020)","Example:
  Question: List all political parties Nicola Fratoianni was a member of from 2010 to 2020.
  Answer: Left, Ecology and Freedom (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017); Movement for the Left (2010); Sinistra Italiana (2017, 2018, 2019, 2020)
Example:
  Question: List all political parties Gianni Alemanno was a member of from 2010 to 2020.
  Answer: The People of Freedom (2010, 2011, 2012, 2013); Brothers of Italy (2014, 2015); National Action (2015, 2016, 2017); National Movement for Sovereignty (2017, 2018, 2019, 2020)
Example:
  Question: List all political parties Paola Binetti was a member of from 2010 to 2020.
  Answer: Democratic Party (2010); Union of the Centre (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020)"
"List all chairpersons of Ministry of Agriculture, Food and Rural Affairs, also known as Ministry of Agriculture, Food and Rural Affairs (South Korea), from 2013 to 2020","Kim Jong-un (2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020); Kim Jong-un (2015, 2016, 2017, 2018, 2019, 2020); Kim Jong-un (2020)","Example:
  Question: List all chairpersons of Ministry of Foreign Affairs of the Republic of Korea, also known as MOFA, from 2013 to 2020
  Answer: Yun Byung-se (2013, 2014, 2015, 2016, 2017); Kang Kyung-hwa (2017, 2018, 2019, 2020)
Example:
  Question: List all chairpersons of Ministry of Science and Higher Education, also known as Ministerstwo Nauki i Szkolnictwa Wyższego, from 2015 to 2020
  Answer: Jarosław Gowin (2015, 2016, 2017, 2018, 2019, 2020); Wojciech Murdzek (2020)
Example:
  Question: List all chairpersons of Food Standards Agency, also known as UK Food Standards Agency, from 2010 to 2020
  Answer: Jeff Rooker, Baron Rooker (2010, 2011, 2012, 2013); Heather Hancock (2016, 2017, 2018, 2019, 2020)"
List all entities that owned Rabbit from 2010 to 2020.,"RT (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020); RT (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020); RT (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020); RT (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020)","Example:
  Question: List all entities that owned Ruptly from 2010 to 2020.
  Answer: RT (2010, 2011, 2012, 2013); Rossiya Segodnya (2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020)
Example:
  Question: List all entities that owned Interchange from 2010 to 2020.
  Answer: David Geffen (2010, 2011, 2012, 2013, 2014, 2015); Kenneth C. Griffin (2015, 2016, 2017, 2018, 2019, 2020)
Example:
  Question: List all entities that owned Kongsvinger Line from 2010 to 2020.
  Answer: Jernbaneverket (2010, 2011, 2012, 2013, 2014, 2015, 2016); Bane NOR (2017, 2018, 2019, 2020)"
"List all heads of the government of Montpellier Méditerranée Métropole, also known as Montpellier Agglomeration, from 2010 to 2020 ","Philippe Saurel (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020); Philippe Saurel (2020)","Example:
  Question: List all heads of the government of Montpellier, also known as Montpelhièr, from 2010 to 2020 
  Answer: Hélène Mandroux (2010, 2011, 2012, 2013, 2014); Philippe Saurel (2014, 2015, 2016, 2017, 2018, 2019, 2020)
Example:
  Question: List all heads of the government of Urban Community of Nantes Métropole, also known as Urban Community of Nantes Metropole, from 2010 to 2020 
  Answer: Jean-Marc Ayrault (2010, 2011, 2012); Johanna Rolland (2014, 2015, 2016, 2017, 2018, 2019, 2020)
Example:
  Question: List all heads of the government of Marseille, also known as Massaliotes, from 2010 to 2020 
  Answer: Jean-Claude Gaudin (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020); Michèle Rubirola (2020)"
"List all employers Gilles Pélisson, also known as Gilles Pelisson, worked for from 2010 to 2020.","Gilles Pélisson (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020); Gilles Pelisson (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020); Gilles Pélisson (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020)","Example:
  Question: List all employers Frédéric Mion worked for from 2010 to 2020.
  Answer: Canal+ (2010, 2011, 2012, 2013); Fondation Nationale des Sciences Politiques (2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020)
Example:
  Question: List all employers Nicola Gaston, also known as N. Gaston, worked for from 2010 to 2020.
  Answer: MacDiarmid Institute for Advanced Materials and Nanotechnology (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020); Victoria University of Wellington (2012, 2013, 2014, 2015, 2016); University of Auckland (2016, 2017, 2018, 2019, 2020)
Example:
  Question: List all employers Alberto Abadie worked for from 2010 to 2020.
  Answer: Harvard University (2010, 2011, 2012, 2013, 2014, 2015, 2016); Massachusetts Institute of Technology (2016, 2017, 2018, 2019, 2020)"
"List all employers Jonathan Smallwood, also known as Jonny Smallwood, worked for from 2010 to 2020.","Jonathan Smallwood (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020); Jonathan Smallwood (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020)","Example:
  Question: List all employers Michael Woodley, also known as Michael A. Woodley, worked for from 2011 to 2020.
  Answer: Universidad Ross (2011, 2012); University of Arizona (2012, 2013); Umeå University (2013, 2014); Vrije Universiteit Brussel (2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020); Chemnitz University of Technology (2015, 2016, 2017, 2018, 2019, 2020)
Example:
  Question: List all employers Allison Littlejohn, also known as A. Littlejohn, worked for from 2015 to 2020.
  Answer: The Open University (2015, 2016, 2017, 2018, 2019); University College London (2019, 2020); University of Glasgow (2019)
Example:
  Question: List all employers Harald G. L. Schwefel, also known as Harald Schwefel, worked for from 2014 to 2020.
  Answer: Max Planck Institute for the Science of Light (2014, 2015, 2016, 2017, 2018, 2019, 2020); University of Otago (2015, 2016, 2017, 2018, 2019, 2020)"
"List all employers Dani Poyatos, also known as Daniel Poyatos, worked for from 2012 to 2020.","Dani Poyatos (2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020); Dani Poyatos (2012, 2018, 2019, 2020); Dani Poyatos (2012, 2016, 2017, 2018, 2019, 2020); Dani Poyatos (2012, 2018, 2019, 2020)","Example:
  Question: List all employers Danilo Gentili, also known as Danilo Gentili Jr., worked for from 2010 to 2020.
  Answer: Rede Bandeirantes (2010, 2011, 2012, 2013); Sistema Brasileiro de Televisão (2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020); Jovem Pan (2015)
Example:
  Question: List all employers Maicer Izturis, also known as Maicer Eduardo Izturis, worked for from 2010 to 2016.
  Answer: Los Angeles Angels (2010, 2011, 2012); Toronto Blue Jays (2012, 2013, 2014, 2015, 2016)
Example:
  Question: List all employers Daniel Kráľ, also known as Daniel Kral, worked for from 2011 to 2020.
  Answer: University of West Bohemia (2011, 2012); University of Warwick (2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020); Masaryk University (2018, 2019, 2020)"
"List all political parties Petr Ježek, also known as Petr Jezek, was a member of from 2010 to 2020.","Petr Jeek (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020); Petr Jeek (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020)","Example:
  Question: List all political parties Usman Buzdar, also known as Sardar Usman Ahmad Khan Buzdar, was a member of from 2010 to 2020.
  Answer: Pakistan Muslim League (Q) (2010, 2011); Pakistan Muslim League (N) (2013, 2014, 2015, 2016, 2017, 2018); Pakistan Tehreek-e-Insaf (2018, 2019, 2020)
Example:
  Question: List all political parties Zoran Stojković was a member of from 2010 to 2020.
  Answer: New Democratic Party of Serbia (2010, 2011, 2012, 2013, 2014); independent politician (2014, 2015, 2016, 2017, 2018, 2019, 2020)
Example:
  Question: List all political parties Meral Akşener was a member of from 2010 to 2020.
  Answer: Nationalist Movement Party (2010, 2011, 2012, 2013, 2014, 2015, 2016); İYİ Party (2017, 2018, 2019, 2020)"
"List all employers Andrea Dutton, also known as Andrea L. Dutton, worked for from 2010 to 2020.","Andrea Dutton (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020); Andrea Dutton (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020); Andrea Dutton (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020)","Example:
  Question: List all employers Betsy Reed worked for from 2010 to 2020.
  Answer: The Nation (2010, 2011, 2012, 2013, 2014); The Intercept (2015, 2016, 2017, 2018, 2019, 2020)
Example:
  Question: List all employers Elisabeth Moreno, also known as Elisabeth S. Moreno, worked for from 2010 to 2020.
  Answer: Dell Inc. (2010, 2011, 2012); Lenovo Group Limited (2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019); Hewlett-Packard (2019, 2020)
Example:
  Question: List all employers Allison Randal worked for from 2010 to 2020.
  Answer: Canonical Group Limited (2010, 2011, 2012); Hewlett-Packard (2014, 2015, 2016, 2017); SUSE (2017, 2018, 2019, 2020)"
"List all sports teams Yuvraj Singh, also known as Y. Singh, played for from 2010 to 2020.","Y. Singh (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020); Y. Singh (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020)","Example:
  Question: List all sports teams Harbhajan Singh, also known as Harbhajan Singh Plaha, played for from 2010 to 2020.
  Answer: India national cricket team (2010, 2011, 2012, 2013, 2014, 2015); Mumbai Indians (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017); Chennai Super Kings (2018, 2019, 2020)
Example:
  Question: List all sports teams Rohit Sharma, also known as Rohit Gurunath Sharma, played for from 2010 to 2020.
  Answer: Deccan Chargers (2010); Mumbai Indians (2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020)
Example:
  Question: List all sports teams Yu Darvish, also known as Darubisshu Yū, played for from 2010 to 2020.
  Answer: Hokkaido Nippon-Ham Fighters (2010, 2011); Texas Rangers (2012, 2013, 2014, 2015, 2016, 2017); Los Angeles Dodgers (2017); Chicago Cubs (2018, 2019, 2020)"
"List all sports teams Grétar Steinsson, also known as Grétar Rafn Steinsson, played for from 2010 to 2013.","Grétar Steinsson (2010, 2011, 2012, 2013, 2014); Grétar Steinsson (2010, 2011, 2012, 2013, 2014); Grétar Steinsson (2010, 2011, 2012, 2013, 2014); Grétar Steinsson (2010, 2011, 2012, 2013, 2014); Grétar Steinsson (2010, 2011, 2012, 2013, 2014); Grétar Steinsson (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020)","Example:
  Question: List all sports teams Henrik Larsson, also known as Edward Henrik Larsson, played for from 2012 to 2013.
  Answer: Råå IF (2012); Högaborgs BK (2013)
Example:
  Question: List all sports teams Gylfi Sigurðsson, also known as Gylfi Þór Sigurðsson, played for from 2010 to 2020.
  Answer: Iceland national association football team (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020); TSG 1899 Hoffenheim (2010, 2011, 2012); Iceland national under-21 football team (2010, 2011); Reading F.C. (2010); Swansea City A.F.C. (2012, 2014, 2015, 2016, 2017); Tottenham Hotspur F.C. (2012, 2013, 2014); Everton F.C. (2017, 2018, 2019, 2020)
Example:
  Question: List all sports teams Leah Williamson, also known as Leah Cathrine Williamson, played for from 2012 to 2020.
  Answer: England women's national under-17 football team (2012, 2013); England women's national under-20 football team (2014, 2015, 2016, 2017, 2018, 2019, 2020); Arsenal W.F.C. (2014, 2015, 2016, 2017, 2018, 2019, 2020); England women's national under-19 football team (2014, 2015, 2016, 2017, 2018, 2019, 2020); England women's national under-23 football team (2014, 2015, 2016, 2017, 2018, 2019, 2020)"
