question,response,context
"List all political parties Hsu Yung-ming, also known as Xu Yongming, was a member of from 2015 to 2020.",New PowerX,"['Hsu Yung-ming Name: Hsu Yung-ming Native Name: 徐永明 Native Name Lang: zh-tw Honorific-Suffix: MLY Smallimage: 徐永明肖像.jpg Order: 4th Chairperson of the New Power Party Term Start: 21 August 2019 Term End: 1 August 2020 Preceded: Chiu Hsien-chih Successor: Chiu Hsien-chih (acting) Order2: Member of the Legislative Yuan Term Start2: 1 February 2016 Term End2: 31 January 2020 Constituency2: Republic of China Birth Date: May 15, 1966 Birth Place: Taichung County, Taiwan Party: Independent Otherparty: New Power Party (2015–2020) Nationality: Taiwanese Alma Mater: University of Michigan Occupation: Politician Profession: Political scientist', ""Dong Yunhu Office1: Chairman of the Shanghai Municipal People's Congress Term Start1: 15 January 2023 Term End1: 12 July 2023 Predecessor1: Jiang Zhuoqing Successor1: Huang Lixin Office2: Chairman of the Shanghai Municipal Committee of the Chinese People's Political Consultative Conference Term Start2: 27 January 2018 Term End2: 15 January 2023 Predecessor2: Wu Zhiming Successor2: Hu Wenrong Name: Dong Yunhu Native Name: 董云虎 Native Name Lang: zh Birth Date: December 1962 (age 62) Birth Place: Xianju County, Zhejiang, China Party: Chinese Communist Party (1985–2023; expelled) Alma Mater: Hangzhou University Nankai University Child: yes Order: st P: Dǒng Yúnhǔ"", 'Wang Hsing-huan Image: 台灣基進主席王興煥比出國會大選政黨票4號 Wang, Hsing-huan (Chairperson of Taiwan Statebuilding Party) Poses Party List Number for the 2024 General Election (cropped).jpg Office: 2nd Chairperson of the Taiwan Statebuilding Party Native Name: 王興煥 Native Name Lang: zh Predecessor: Chen Yi-chi Termstart: 17 January 2023 Party: Taiwan Statebuilding Party Office2: 2nd Secretary-General of the Taiwan Statebuilding Party Termstart2: 25 March 2020 Termend2: 17 January 2023 Predecessor2: Chen Hsin-yu Successor2: Vacant']"
List all entities that owned Bauer Swansea & South West Wales from 2010 to 2020.,Swansea Building Society,"[""Swansea Building Society Name: Swansea Building Society Cymdeithas Adeiladu'r Abertawe Logo: Swansea Building Society logo.svg Type: Building Society (Mutual) Foundation: 6 February 1923 Location: Swansea, Wales, UK Key People: Ieuan Griffiths, Non-Executive Chairman; Alun Williams, Chief Executive; Nathan Griffiths, Director of Finance; Catherine Griffiths, Director of Risk and Compliance Num Employees: 77 Industry: Banking Financial services Products: Savings, Mortgages, Loans Net Income: £5.4m GBP (December 2022), 3.8% on 2021 Assets: £529.8m GBP (December 2021), 14.3% on 2021 Homepage: http://www.swansea-bs.co.uk/"", 'North East Wales Football League Name: North East Wales Football League Pixels: 150 Country: 🏴\U000e0067\U000e0062\U000e0077\U000e006c\U000e0073\U000e007f Founded: 2020 Teams: 24 Promotion: Ardal Leagues Levels: 4 & 5 Champions: FC Queens Park Season: 2022–23 Website: https://clwydleagueeast.pitchero.com/', 'Anglesey League Pixels: 150 Country: 🏴\U000e0067\U000e0062\U000e0077\U000e006c\U000e0073\U000e007f wales Founded: 1895 Folded: 2020 Teams: 11 Levels: 6 Promotion: Gwynedd League Domest Cup: Dargie Cup Megan Cup Bwlch Car Boot Trophy Elias Cup Lucas Oil Cup Most Successful Club: Gwalchmai Newborough Amlwch Town (9 Championships) Season: 2019–20 Champions: Cemaes Bay']"
List all coaches of FC Dnepr Mogilev from 2011 to 2020,Yuriy Yaroslavsky,"['Dwayne Nestor Coachyears1: 2014–2016 Coachteams1: Western Force (Kicking coach) Coachyears2: 2015 Coachteams2: Perth Spirit (assistant coach) Coachyears3: 2016 Coachteams3: Perth Spirit (head coach) Coachyears4: 2017 Coachteams4: Australia women (Attack coach) Coachyears5: 2018–2021 Coachteams5: Australia women (head coach)', 'Swys de Bruin Name: Swys de Bruin Fullname: Zacharia Francois de Bruin Birth Date: February 18, 1960 Birth Place: Ficksburg, South Africa Coachyears1: 1996–1997 Coachyears2: 1998 Coachyears3: 1999–2003 Coachyears4: 2001 Coachteams4: South Africa Under-21 Coachyears5: 2004–2012 Coachteams5: (academy head coach / U19 and U21 skills coach) Coachyears6: 2013–2017 Coachteams6: / (assistant and backline coach) Coachyears7: 2017 Coachteams7: (head coach) Coachyears8: 2018–present Coachteams8: (head coach) Coachyears9: 2018–present Coachteams9: (consultant) Coachyears10: 2018–2018 Coachteams10: (attack coach)', 'Moghavemat Shahrekord FSC Clubname: Moghavemat Shahrekord مقاومت شهرکرد Fullname: Moghavemat Basij Shahrekord Futsal Club Ground: Shahid Beheshti Arena Shahrekord Mgrtitle: Head Coach Season: 2013 Position: 9th/Group B']"
"List all sports teams Wayne Rooney, also known as Wayne Mark Rooney, played for from 2010 to 2020.",Manchester United,"[""Pat Rooney (basketball) Name: Pat Rooney Height Ft: 6 Height In: 3 Nationality: American High School: * St. John's Prep (Queens, New York) * Erasmus (Brooklyn, New York) Position: Guard / forward Years1: 1945–1946 Team1: Carbondale Years2: 1946 Team2: Detroit Gems Years3: 1946–1947 Team3: Tri-Cities Blackhawks Years4: 1948–1949 Team4: Montgomery Rebels"", ""John Rooney (squash player) Name: John Rooney Country: 🇮🇪 Residence: Chicago, IL Birth Date: October 20, 1979 Birth Place: Galway, Ireland Weight: 80 kg Turnedpro: 1998 Retired: Active Plays: Right Handed Racquet: Dunlop Event: Men's singles Highest Ranking: No. 52 Date Of Highest Ranking: Oct, 2004 Current Ranking: No. 74 Date Of Current Ranking: June, 2010"", 'James Rooney (American football) Name: James Rooney Coach Years1: 1964–1966 Coach Team1: North Park Overall Record: 2–21–1']"
"List all chairpersons of Italian National Olympic Committee, also known as Comitato Olimpico Nazionale Italiano, from 2010 to 2020",Giovanni Malag,"['Italian National Olympic Committee Title: Italian National Olympic Committee Logo: Comitato Olimpico Nazionale Italiano (CONI) Logo.svg Size: 200px Country: Italy Code: ITA Created: 1914 Recognized: 1915 Association: EOC Headquarters: Rome, Italy President: Giovanni Malagò Website: www.coni.it', 'European Olympic Committees Name: European Olympic Committees Abbrev: EOC Logo: European Olympic Committees 2016 logo.svg Logosize: 150px Category: Continental Sports Organization Membership: 50 National Olympic Committees Founded: 1968 Region: Europe Headquarters: Rome, Italy President: Spyros Capralos Vicepresident: Daina Gudzinevičiūtė Key Staff: Secretary-General Raffaele Pagnozzi Treasurer Peter Mennel Url: http://www.eurolympic.org Countryflag: Europe More: Official languages English • French', 'Italy at the Olympics Noc: ITA Nocname: Italian National Olympic Committee Games: Olympics Website: www.coni.it Rank: 7 Gold: 259 Silver: 231 Bronze: 269 Seealso: 1906 Intercalated Games']"
"List all employers Dawn Hadley, also known as Dawn M. Hadley, worked for from 2010 to 2020.",University of Sheffield University of York,"['Dawn Hadley Name: Dawn Hadley Birth Date: 1967 (age 57) Nationality: British Occupation: Archaeologist · historian · professor Education: Birmingham University (PhD) Discipline: Archaeology · Anglo-Saxons · Medieval history Workplaces: University of Sheffield University of York Honorific Prefix: Professor', 'Jobbykrust Name: Jobbykrust Years Active: 1990-1997', 'Hadley Kay Name: Hadley Kay Birth Date: 1973 (age 46) Other Names: Hadley Kaye Occupation: Actor Years Active: 1979-present Agent: Innovative Artists']"
"List all employers John Roberts, also known as John D. Roberts, worked for from 2010 to 2020.",United States Supreme Court,"['William A. Roberts Honorific-Prefix: Commissioner Name: William A. Roberts Office1: 25th Chief of the Staff 1Blankname1: General 1Namedata1: Andre Cox Predecessor1: Andre Cox Successor1: Brian Peddle Term Start1: 1 October 2013 Term End1: 1 November 2015 Birth Date: February 26, 1946 Birth Place: Detroit, Michigan, United States Nationality: American Spouse: Nancy Roberts', 'Donald John Roberts Name: Donald John Roberts Doctoral Advisor: Hugo F. Sonnenschein Doctoral Students: Susan Athey', 'John Roberts Name: John Roberts Image: Official roberts CJ.jpg Alt: Official portrait of John Roberts as Chief Justice of the United States Caption: Official portrait, 2005 Order1: 17th Office1: Chief Justice of the United States Term Start1: September 29, 2005 Appointer1: George W. Bush Predecessor1: William Rehnquist Office3: Judge of the United States Court of Appeals for the District of Columbia Circuit Term Start3: June 2, 2003 Term End3: September 29, 2005 Appointer3: George W. Bush Predecessor3: James L. Buckley Successor3: Patricia Millett Office4: Principal Deputy Solicitor General of the United States President4: George H. W. Bush Term Start4: October 24, 1989 Term End4: January 1993 Predecessor4: Donald B. Ayer Successor4: Paul Bender Office5: Associate Counsel to the President President5: Ronald Reagan Term Start5: November 28, 1982 Term End5: April 11, 1986 Predecessor5: J. Michael Luttig Successor5: Robert M. Kruger Birth Name: John Glover Roberts Jr. Birth Date: January 27, 1955 Birth Place: Buffalo, New York, U.S. Spouse: Jane Sullivan (m. July 27, 1996) Children: 2 Education: Harvard University (BA, JD) Signature: John Roberts signature.svg Signature Alt: Cursive signature in ink']"
"List all heads of the government of Limpopo, also known as Northern Transvaal, from 2010 to 2020 ",Stan Mathabatha,"['Limpopo Name: Limpopo Settlement Type: Province Image Shield: Limpopo arms.svg Motto: Peace, Unity and Prosperity Image Map: Limpopo in South Africa.svg Map Alt: Map showing the location of Limpopo in the northern part of South Africa Map Caption: Location of Limpopo in South Africa Coordinates: -24°N, 29°W Subdivision Type: Country Subdivision Name: South Africa Established Title: Established Established Date: 27 April 1994 Seat Type: Capital Seat: Polokwane Lebowakgomo (legislative) Parts Type: Districts P1: Mopani P2: Vhembe P3: Capricorn P4: Waterberg P5: Sekhukhune Government Type: Parliamentary system Leader Party: ANC Leader Title: Premier Leader Name: Stanley Mathabatha Leader Title1: Legislature Leader Name1: Limpopo Provincial Legislature Area Total Km2: 125754 Area Rank: 5th in South Africa Elevation Max M: 2126 Population Total: 5404868 Population As Of: 2022 Population Density Km2: auto Population Rank: 5th in South Africa Population Density Rank: 5th in South Africa Demographics Type1: Population groups Demographics1 Title1: Black Demographics1 Info1: 96.5% Demographics1 Title2: White Demographics1 Info2: 2.5% Demographics1 Title3: Indian or Asian Demographics1 Info3: 0.5% Demographics1 Title4: Coloured Demographics1 Info4: 0.3% Demographics1 Title5: Other Demographics1 Info5: 0.1% Demographics Type2: Languages Demographics2 Title1: Pedi Demographics2 Info1: 52.9% Demographics2 Title2: Tsonga Demographics2 Info2: 24.0% Demographics2 Title3: Venda Demographics2 Info3: 16.7% Demographics2 Title4: Afrikaans Demographics2 Info4: 2.6% Demographics2 Title5: Tswana Demographics2 Info5: 2.0% Demographics2 Title6: Southern\xa0Ndebele Demographics2 Info6: 2.0% Timezone1: SAST Utc Offset1: +2 Iso Code: ZA-LP Blank Name Sec1: HDI (2019) Blank Info Sec1: 0.710   · 3rd of 9 Blank1 Name Sec1: GDP Blank1 Info Sec1: US$31.3 billion Website: www.limpopo.gov.za Zu: iLimpopo Xh: iLimpopo Af: Limpopo Nso: Limpopo Tn: Limpopo Ts: Limpopo Ve: Limpopo', 'Rob Tooley Office1: Member of the Limpopo Provincial Legislature Termstart1: 21 May 2014 Termend1: 7 May 2019 Termstart2: April 1994 Termend: 7 May 2019 Termend2: February 2007 Alma Mater: Stellenbosch University Office: Member of the Limpopo Executive Council for Treasury Premier: Stan Mathabatha Predecessor: Rudolph Phala Successor: Seaparo Sekoati Party: African National Congress Birth Place: Tzaneen, Transvaal South Africa Education: Pretoria Boys High School Termstart: 27 May 2015 Birth Date: June 18, 1960', 'Transvaal (province) Name: Province of the Transvaal Native Name: Provinsie van Transvaal Hq: undefined Status: Province of South Africa Origin: undefined Start: 1910 End: 27 April 1994 Replace: Gauteng, Limpopo, Mpumalanga, and eastern part of North West Image Map: Locator map of Transvaal Province as of 1 March 1994.svg Image Map Caption: The Transvaal as it was by 1994 Image: Coat of Arms of the Transvaal Province.png Government: Transvaal Provincial Council Populationfirst: 1,268,716 Populationfirstyear: 1904 Populationsecond: 9,491,265 Populationsecondyear: 1991 Areafirst: 111196 sqmi Areafirstyear: 1904']"
"List all positions Joseph Bambera, also known as Joseph Charles Bambera, held from 2010 to 2020.",Administrator of Intramuros,"['Bambi Harper Name: Bambi Harper Office: 7th Administrator of Intramuros Term Start: March 17, 2008 Term End: July 8, 2010 Predecessor: Dominador Ferrer Successor: Jose Capistrano Birth Name: Anna Maria Lammoglia Birth Date: January 10, 1941 Death Date: August 4, 2023 Alma Mater: University of Santo Tomas', 'Alberto Babo Position: Head coach Nationality: Portuguese Birth Date: September 1, 1947 Birth Place: Portugal Cyears1: 2006–2009 Cteam1: FC Porto Cyears2: 2009–2012 Cteam2: Petro de Luanda Cyears3: 2013–2018 Cteam3: Interclube Highlights: As coach: *Angolan League champion (2011)', 'Wes Goodwin Name: Wes Goodwin Current Title: Defensive coordinator & linebackers coach Current Team: Clemson Current Conference: ACC Birth Date: December 28, 1984 Birth Place: Grove Hill, Alabama Alma Mater: Mississippi State University Coach Years1: 2005–2008 Coach Team1: Mississippi State (SA) Coach Years2: 2009–2011 Coach Team2: Clemson (GA) Coach Years3: 2012–2014 Coach Team3: Clemson (defensive analyst) Coach Years4: 2015–2017 Coach Team4: Arizona Cardinals (assistant to the HC) Coach Years5: 2018–2021 Coach Team5: Clemson (senior defensive assistant) Coach Years6: 2022–present Coach Team6: Clemson (DC/LB) Championships: * National Championship (2018)']"
"List all coaches of Mjällby AIF, also known as MAIF, from 2013 to 2020",Integral Coach Factory (ICF) coach,"['ICF coach Name: Integral Coach Factory (ICF) coach Image: ICF Rail Coaches in India.jpg Caption: Yellow (""Utkrisht"" livery) and blue (""Blue"" livery) ICF coaches. Designer: Swiss Car & Elevator Manufacturing Co Factory: Integral Coach Factory, Perambur, Chennai  Rail Coach Factory, Kapurthala  Bharat Earth Movers Limited, Bangalore Yearconstruction: 1955–2018 Yearscrapped: c. 2000s–2009 (PNR) Numberscrapped: About 50,000 until 2030 (IR)  60 (PNR) Successor: LHB coach (IR)  7A-2000 coaches (PNR) Operator: Indian Railways (phasing out)  Philippine National Railways (former operator)  Railways in Taiwan, Zambia, Tanzania, Uganda, Vietnam, Nigeria, Bangladesh, Mozambique, Angola and Sri Lanka Carbody: Stainless steel and Corten Steel Carlength: 22297 mm over buffers Width: 3245 mm Height: 4025 mm Floorheight: 1313 mm Wheelbase: 14783 mm Maxspeed: 130 km/h Bogies: ICF Bogies Minimum Curve: 152.4 m Coupling: Buffers and chain coupler, AAR H Type Tightlock CBC coupling Numberbuilt: More than 54,000, 601 for export', ""AIFF Player of the Year Awards Sport: Association football Country: India Presenter: All India Football Federation Year: Men's (M): 1992 Women's (W): 2001 Firstwinner: M: I. M. Vijayan W: Bembem Devi Most Awards: M: Sunil Chhetri (7 awards) W: Bala Devi (3 awards) Mostrecent: M: Lallianzuala Chhangte (2023) W: Manisha Kalyan (2023) Website: http://www.the-aiff.com"", 'Sherif Medhat Name: Sherif Medhat Birth Date: January 20, 1988 Position: Goalkeeper Currentclub: Alassiouty Sport Clubnumber: 1 Years1: –2014 Clubs1: Asyut Petroleum Years2: 2014– Clubs2: Alassiouty Sport Club-Update: 15 September 2017']"
"List all chairpersons of Federal Reserve System, also known as Federal Reserve, from 2014 to 2020",Janet IYellen,"['Chair of the Federal Reserve Post: Chairman Body: the Board of Governors of the Federal Reserve System Flag: Flag_of_the_United_States_Federal_Reserve.svg Flagholder: yes Flagsize: 130px Flagcaption: Flag of the Federal Reserve System Insignia: Seal of the United States Federal Reserve Board.svg Insigniasize: 120px Insigniacaption: Seal of the Board of Governors Image: Jerome H. Powell, Federal Reserve Chair.jpg Incumbent: Jerome Powell Incumbentsince: February 5, 2018 Department: United States Federal Reserve System Member Of: Board of Governors Open Market Committee Reports To: United States Congress Seat: Eccles Building Washington, D.C. Appointer: President Appointer Qualified: with Senate advice and consent Termlength: Four years, renewable (as Chair) 14 years, non-renewable (as Governor) Constituting Instrument: Federal Reserve Act First: Charles Sumner Hamlin Deputy: Vice Chair of the Federal Reserve Salary: Executive Schedule, Level I Website: federalreserve.gov', 'Janet Yellen Name: Janet Yellen Image: Secretary Janet Yellen portrait.jpg Caption: Official portrait, 2021 Office: 78th United States Secretary of the Treasury President: Joe Biden Deputy: Wally Adeyemo Term Start: January 26, 2021 Predecessor: Steven Mnuchin Office1: 15th Chair of the Federal Reserve President1: Barack Obama Donald Trump Deputy1: Stanley Fischer Term Start1: February 3, 2014 Term End1: February 3, 2018 Predecessor1: Ben Bernanke Successor1: Jerome Powell Office2: 19th Vice Chair of the Federal Reserve President2: Barack Obama Term Start2: October 4, 2010 Term End2: February 3, 2014 Predecessor2: Donald Kohn Successor2: Stanley Fischer Office3: Member of the Federal Reserve Board of Governors President3: Barack Obama Donald Trump Term Start3: October 4, 2010 Term End3: February 3, 2018 Predecessor3: Mark W. Olson Successor3: Lisa D. Cook President4: Bill Clinton Term Start4: August 12, 1994 Term End4: February 17, 1997 Predecessor4: Wayne Angell Successor4: Edward Gramlich Office5: 11th President of the Federal Reserve Bank of San Francisco Term Start5: June 14, 2004 Term End5: October 4, 2010 Predecessor5: Robert T. Parry Successor5: John C. Williams Office6: 18th Chair of the Council of Economic Advisers President6: Bill Clinton Term Start6: February 18, 1997 Term End6: August 3, 1999 Predecessor6: Joseph Stiglitz Successor6: Martin Neil Baily Birth Name: Janet Louise Yellen Birth Date: August 13, 1946 Birth Place: Brooklyn, New York City, U.S. Party: Democratic Spouse: George Akerlof (m. 1978) Children: 1 Education: Brown University (BA) Yale University (MA, PhD) Signature: Janet Yellen signature.png Child: yes Institution: Harvard University  London School of Economics  University of California, Berkeley  National Bureau of Economic Research  Brookings Institution Field: Macroeconomics Labor economics School Tradition: New Keynesian economics Doctoral Advisor: James Tobin Academic Advisors: Joseph Stiglitz Doctoral Students: Charles Engel Influences: John Maynard Keynes Repec Prefix: e Repec Id: pye21 Child: yes Thesis Title: Employment, Output and Capital Accumulation in an Open Economy: A Disequilibrium Approach Thesis Url: https://www.proquest.com/docview/288017476 Thesis Year: 1971', 'Federal Reserve Board of Governors Image 1: Marriner S. Eccles Federal Reserve Board Building.jpg Image Title 1: Federal Reserve System headquarters Headquarters: Eccles Building Washington, D.C., U.S. President: Jerome Powell Leader Title: Chair']"
